105	20170325231304	0	105	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
150	20170325231314	0	150	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
117	20170325231324	0	117	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
124	20170325231334	0	124	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
112	20170325231344	0	112	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
111	20170325231404	0	111	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
126	20170325231414	0	126	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
104	20170325231424	0	104	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
113	20170325231434	0	113	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
123	20170325231444	0	123	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
122	20170325231454	0	122	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
114	20170325231504	0	114	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
120	20170325231514	0	120	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
103	20170325231524	0	103	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
121	20170325231534	0	121	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
102	20170325231544	0	102	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
106	20170325231554	0	106	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
134	20170325231604	0	134	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
130	20170325231614	0	130	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
119	20170325231624	0	119	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
141	20170325231634	0	141	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
135	20170325231644	0	135	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
138	20170325231654	0	138	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
146	20170325231704	0	146	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
109	20170325231714	0	109	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
131	20170325231724	0	131	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
101	20170325231734	0	101	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
132	20170325231744	0	132	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
108	20170325231754	0	108	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
125	20170325231804	0	125	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
129	20170325231814	0	129	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
115	20170325231824	0	115	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
128	20170325231834	0	128	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
118	20170325231844	0	118	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
116	20170325231854	0	116	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
110	20170325231904	0	110	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
167	20170325231914	0	167	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
183	20170325231924	0	183	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
143	20170325231934	0	143	0	1	0	0	34	1	0	0	0	1258	0	0	0	0.00225	blackhole
